UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF
1966,M00603,M,299.9,310.6,1458,37.8,114,0,0,0,0,0,0
1967,L00967,L,300.6,310.5,1226,53.8,13,0,0,0,0,0,0
1968,L00968,L,300.2,308.2,1382,39.6,178,0,0,0,0,0,0
1969,L00969,L,300.8,311.8,1656,41.4,117,0,0,0,0,0,0
1970,L00970,L,299.4,308.8,1483,42.8,109,0,0,0,0,0,0
1971,L00971,L,300.1,310.4,1605,60.9,94,1,0,0,1,0,0
1972,H00398,H,297.5,307.6,1174,27.6,98,1,0,0,1,0,0
1973,L00972,L,299.4,310.9,1619,45.0,45,0,0,0,0,0,0
1974,M00604,M,302.8,312.7,1734,40.4,193,0,0,0,0,0,0
1975,L00973,L,300.6,310.6,1220,39.7,60,0,0,0,0,0,0
1976,H00399,H,300.0,311.6,1604,45.8,129,0,0,0,0,0,0
1977,L00974,L,303.8,313.1,1778,51.1,162,1,0,0,1,0,0
1978,L00975,L,297.3,308.1,1838,45.3,33,0,0,0,0,0,0
1979,H00400,H,297.8,307.6,1447,52.4,92,0,0,0,0,0,0
1980,H00401,H,303.4,312.4,1677,37.5,69,0,0,0,0,0,0
1981,L00976,L,300.1,310.1,1793,39.5,195,0,0,0,0,0,0
1982,H00402,H,299.5,310.2,1609,30.0,64,0,0,0,0,0,0
1983,L00977,L,297.6,309.0,1768,59.8,162,1,0,0,1,0,0
1984,L00978,L,300.9,312.4,1531,38.1,175,0,0,0,0,0,0
1985,L00979,L,301.1,310.8,1608,37.0,46,0,0,0,0,0,0
1986,L00980,L,297.8,306.8,1426,46.1,217,0,0,0,0,0,0
1987,M00605,M,299.7,309.4,1508,51.1,220,0,0,0,0,0,0
1988,L00981,L,299.3,308.1,1615,33.1,10,0,0,0,0,0,0
1989,L00982,L,300.5,310.3,1413,51.9,189,0,0,0,0,0,0
1990,M00606,M,297.8,307.5,1497,37.0,114,0,0,0,0,0,0
1991,M00607,M,302.5,313.2,1674,54.3,131,1,0,0,1,0,0
1992,L00983,L,301.8,309.6,1905,34.6,85,0,0,0,0,0,0
1993,M00608,M,299.3,308.6,1171,47.4,32,0,0,0,0,0,0
1994,L00984,L,299.6,308.9,1891,40.4,161,0,0,0,0,0,0
1995,M00609,M,299.7,310.9,1491,28.7,94,0,0,0,0,0,0
1996,M00610,M,298.4,307.3,1710,25.8,73,0,0,0,0,0,0
1997,H00403,H,299.1,309.3,1745,32.6,162,0,0,0,0,0,0
1998,L00985,L,299.5,309.4,1818,49.9,180,1,0,0,1,0,0
1999,L00986,L,303.2,314.2,1407,20.6,27,1,0,0,1,0,0
2000,L00987,L,301.9,312.5,1497,43.3,22,0,0,0,0,0,0
2001,L00988,L,301.9,312.0,1528,42.5,48,0,0,0,0,0,0
2002,L00989,L,300.7,310.1,1474,23.2,75,0,0,0,0,0,0
2003,H00404,H,297.8,305.9,1774,32.0,220,0,0,0,0,0,0
2004,L00990,L,299.9,310.1,1524,32.0,1,0,0,0,0,0,0
2005,L00991,L,301.9,312.4,1248,40.5,76,0,0,0,0,0,0
2006,M00611,M,297.5,305.9,1424,54.7,99,0,0,0,0,0,0
2007,L00992,L,301.3,310.1,1255,50.7,110,0,0,0,0,0,0
2008,M00612,M,304.6,314.9,1497,36.4,153,0,0,0,0,0,0
2009,L00993,L,302.1,312.4,1658,31.7,144,0,0,0,0,0,0
2010,L00994,L,302.8,311.8,1420,24.4,42,0,0,0,0,0,0
2011,L00995,L,300.4,309.8,1465,36.2,96,0,0,0,0,0,0
2012,L00996,L,301.9,310.1,1488,31.0,58,0,0,0,0,0,0
2013,H00405,H,298.6,310.0,1563,39.6,120,0,0,0,0,0,0
2014,L00997,L,301.6,310.3,1630,40.0,213,0,0,0,0,0,0
2015,M00613,M,301.3,311.8,1682,35.2,65,0,0,0,0,0,0
2016,L00998,L,300.6,310.6,1941,35.5,73,0,0,0,0,0,0
2017,L00999,L,302.6,313.9,1560,33.1,38,0,0,0,0,0,0
2018,H00406,H,298.9,308.1,1669,34.9,25,0,0,0,0,0,0
2019,L01000,L,299.6,309.7,1253,54.4,221,1,0,0,0,1,0
2020,M00614,M,300.2,308.5,1470,45.2,149,0,0,0,0,0,0
2021,H00407,H,297.9,306.0,1489,45.3,202,0,0,0,0,0,0
2022,M00615,M,300.5,311.1,1355,50.1,21,0,0,0,0,0,0
2023,H00408,H,296.6,304.8,1442,49.2,87,0,0,0,0,0,0
2024,L01001,L,302.1,311.9,1518,54.2,185,0,0,0,0,0,0
2025,L01002,L,300.1,311.1,1447,45.9,28,0,0,0,0,0,0
2026,L01003,L,299.0,309.7,2003,42.1,114,0,0,0,0,0,0
2027,M00616,M,298.3,307.6,1629,34.1,9,0,0,0,0,0,0
2028,H00409,H,299.5,307.9,1896,31.8,225,1,1,0,0,0,0
2029,L01004,L,301.4,311.9,1805,48.8,109,1,0,0,1,0,0
2030,M00617,M,301.1,312.4,1423,38.9,152,0,0,0,0,0,0
2031,L01005,L,298.6,307.9,1544,26.4,148,0,0,0,0,0,0
2032,M00618,M,298.3,307.5,1460,19.1,188,1,0,0,1,0,0
2033,L01006,L,301.3,310.8,1509,61.5,117,1,0,0,1,0,0
2034,H00410,H,298.6,309.2,1363,30.1,122,0,0,0,0,0,0
2035,M00619,M,300.1,311.3,1458,33.1,166,0,0,0,0,0,0
2036,L01007,L,300.2,309.0,1602,52.3,204,0,0,0,0,0,0
2037,L01008,L,300.6,309.1,1597,27.9,65,0,0,0,0,0,0
2038,L01009,L,301.7,314.0,1583,45.3,133,0,0,0,0,0,0
2039,L01010,L,297.5,307.3,1527,58.2,0,1,0,0,1,0,0
2040,L01011,L,296.2,306.5,1692,61.1,248,1,0,0,1,1,0
2041,H00411,H,298.9,308.2,1491,35.5,27,0,0,0,0,0,0
2042,M00620,M,303.6,314.1,1787,39.9,213,0,0,0,0,0,0
2043,M00621,M,304.0,315.0,1207,36.0,138,0,0,0,0,0,0
2044,L01012,L,303.7,314.0,1655,39.8,166,0,0,0,0,0,0
2045,H00412,H,299.6,311.3,1625,53.0,123,1,0,0,1,0,0
2046,M00622,M,296.4,306.1,1417,26.0,196,0,0,0,0,0,0
2047,L01013,L,295.3,305.0,1474,46.5,145,0,0,0,0,0,0
2048,M00623,M,298.8,309.0,1621,38.0,19,0,0,0,0,0,0
2049,M00624,M,299.6,310.1,1701,53.7,75,1,0,0,1,0,0
2050,L01014,L,302.6,312.8,1224,53.2,212,1,0,0,0,1,0
2051,L01015,L,301.7,310.4,1650,35.9,90,0,0,0,0,0,0
2052,L01016,L,300.5,310.8,1456,38.9,57,0,0,0,0,0,0
2053,L01017,L,298.2,307.8,1739,48.9,177,0,0,0,0,0,0
2054,H00413,H,298.1,307.5,1208,49.8,168,0,0,0,0,0,0
2055,H00414,H,300.5,310.5,1975,15.3,97,1,0,0,1,0,0
2056,M00625,M,301.4,310.4,1379,48.9,145,0,0,0,0,0,0
2057,L01018,L,300.8,309.7,1793,56.5,161,1,0,0,1,0,0
2058,L01019,L,297.9,305.3,1525,42.6,65,0,0,0,0,0,0
2059,M00626,M,301.3,313.0,1391,49.5,244,1,0,0,0,1,0
2060,M00627,M,300.9,311.5,1585,52.8,205,0,0,0,0,0,0
2061,L01020,L,297.9,307.8,1722,42.2,102,0,0,0,0,0,0
2062,M00628,M,298.4,307.7,1260,48.1,64,0,0,0,0,0,0
2063,H00415,H,301.4,308.5,1663,40.1,125,0,0,0,0,0,0
2064,L01021,L,299.5,308.8,1535,39.5,219,0,0,0,0,0,0
2065,L01022,L,303.2,313.9,1641,33.4,104,0,0,0,0,0,0
2066,M00629,M,301.0,311.9,1539,41.7,26,0,0,0,0,0,0
2067,L01023,L,299.0,309.6,1435,58.9,29,0,0,0,0,0,0
2068,L01024,L,300.0,310.2,1338,31.0,85,0,0,0,0,0,0
2069,L01025,L,300.1,311.4,1658,46.2,75,0,0,0,0,0,0
2070,L01026,L,298.5,308.2,1657,43.2,128,0,0,0,0,0,0
2071,M00630,M,298.2,309.3,1656,54.7,224,1,0,0,1,1,0
2072,M00631,M,301.4,311.0,1614,56.6,40,1,0,0,1,0,0
2073,L01027,L,301.7,310.8,1707,30.8,239,1,1,0,0,0,0
2074,H00416,H,301.2,310.2,1789,34.3,248,0,0,0,0,0,0
2075,H00417,H,303.0,311.9,1202,34.8,112,0,0,0,0,0,0
2076,H00418,H,298.9,309.6,1168,35.2,189,0,0,0,0,0,0
2077,L01028,L,303.3,312.6,1845,36.0,0,0,0,0,0,0,0
2078,L01029,L,298.2,307.2,1297,43.5,132,0,0,0,0,0,0
2079,H00419,H,298.0,308.7,1343,31.5,175,0,0,0,0,0,0
2080,M00632,M,296.5,306.8,1486,32.9,132,0,0,0,0,0,0
2081,L01030,L,299.1,310.1,1241,32.1,70,0,0,0,0,0,0
2082,L01031,L,299.0,309.5,1469,44.9,83,0,0,0,0,0,0
2083,L01032,L,301.1,310.3,1368,39.4,25,0,0,0,0,0,0
2084,H00420,H,300.5,310.6,1496,37.6,48,0,0,0,0,0,0
2085,M00633,M,297.6,307.7,1588,31.6,69,0,0,0,0,0,0
2086,L01033,L,299.2,308.3,1476,24.0,89,0,0,0,0,0,0
2087,L01034,L,299.3,308.2,1467,56.3,60,0,0,0,0,0,0
2088,M00634,M,296.4,305.7,1584,37.1,2,0,0,0,0,0,0
2089,H00421,H,298.0,310.0,1724,67.1,166,1,0,0,1,0,0
2090,L01035,L,298.5,308.1,1824,47.7,77,1,0,0,1,0,0
2091,M00635,M,302.9,314.1,1498,58.3,176,1,0,0,1,0,0
2092,H00422,H,300.4,309.9,1864,49.9,13,1,0,0,1,0,0
2093,L01036,L,301.3,312.2,1694,41.6,19,0,0,0,0,0,0
2094,M00636,M,297.0,307.9,1317,34.0,185,0,0,0,0,0,0
2095,L01037,L,302.4,313.4,1312,30.2,171,0,0,0,0,0,0
2096,M00637,M,302.6,313.0,1434,51.2,136,0,0,0,0,0,0
2097,M00638,M,296.0,307.4,1796,42.7,190,0,0,0,0,0,0
2098,M00639,M,298.6,309.0,1448,46.2,249,0,0,0,0,0,0
2099,M00640,M,301.0,312.7,1199,48.1,189,0,0,0,0,0,0
2100,L01038,L,301.3,309.7,1497,43.6,5,0,0,0,0,0,0
2101,H00423,H,298.6,308.9,1183,35.3,193,0,0,0,0,0,0
2102,M00641,M,299.4,309.7,1349,50.1,101,0,0,0,0,0,0
2103,L01039,L,298.8,307.9,1432,38.0,104,0,0,0,0,0,0
2104,M00642,M,300.2,310.8,1564,40.9,42,0,0,0,0,0,0
2105,M00643,M,302.4,310.9,1721,47.2,63,0,0,0,0,0,0
2106,L01040,L,298.5,307.8,1662,39.4,96,0,0,0,0,0,0
2107,H00424,H,302.0,310.0,1326,21.8,43,1,0,1,1,0,0
2108,H00425,H,298.4,310.0,1471,50.4,4,0,0,0,0,0,0
2109,L01041,L,298.3,308.1,1551,52.5,140,0,0,0,0,0,0
2110,H00426,H,301.6,313.8,1491,21.7,119,1,0,0,1,0,0
2111,L01042,L,301.8,312.6,1489,29.6,142,0,0,0,0,0,0
2112,L01043,L,301.7,312.1,1229,60.2,236,1,0,0,0,1,0
2113,L01044,L,297.4,306.8,1331,42.3,118,0,0,0,0,0,0
2114,H00427,H,299.1,308.1,1465,40.0,249,1,1,0,0,0,0
2115,M00644,M,301.6,312.1,1168,35.7,161,0,0,0,0,0,0
2116,L01045,L,300.1,310.0,1652,29.7,183,0,0,0,0,0,0
2117,L01046,L,297.9,306.6,1292,38.1,200,0,0,0,0,0,0
2118,M00645,M,300.9,309.4,1660,49.7,89,0,0,0,0,0,0
2119,L01047,L,298.6,307.6,1645,39.8,29,0,0,0,0,0,0
2120,H00428,H,303.6,315.4,1440,46.1,55,0,0,0,0,0,0
2121,H00429,H,303.1,315.3,1717,57.7,123,1,0,0,1,0,0
2122,M00646,M,301.2,311.4,1671,34.2,213,0,0,0,0,0,0
2123,H00430,H,302.7,312.8,1482,43.0,152,0,0,0,0,0,0
2124,L01048,L,300.1,309.8,1462,50.0,231,1,1,0,0,1,0
2125,H00431,H,301.5,310.6,1734,30.7,67,0,0,0,0,0,0
2126,M00647,M,303.0,314.4,1579,41.8,124,0,0,0,0,0,0
2127,M00648,M,300.5,312.4,1725,58.7,46,1,0,0,1,0,0
2128,L01049,L,299.5,308.6,1168,36.6,27,0,0,0,0,0,0
2129,H00432,H,296.6,306.5,1555,50.7,245,0,0,0,0,0,0
2130,L01050,L,299.8,309.4,1255,38.6,36,0,0,0,0,0,0
2131,L01051,L,301.6,311.2,1533,58.0,73,1,0,0,1,0,0
2132,L01052,L,301.9,313.1,1665,23.5,72,0,0,0,0,0,0
2133,M00649,M,301.0,309.7,1849,40.6,126,0,0,0,0,0,0
2134,M00650,M,298.9,309.4,1370,25.2,35,0,0,0,0,0,0
2135,M00651,M,296.0,306.7,1443,33.0,128,0,0,0,0,0,0
2136,H00433,H,299.0,308.9,1520,32.9,221,0,0,0,0,0,0
2137,L01053,L,299.4,310.3,1363,37.3,74,0,0,0,0,0,0
2138,M00652,M,299.4,309.5,1713,28.1,152,0,0,0,0,0,0
2139,L01054,L,301.2,312.4,1525,39.3,74,0,0,0,0,0,0
2140,H00434,H,304.0,312.5,1559,44.6,40,0,0,0,0,0,0
2141,H00435,H,300.2,309.9,1649,24.7,182,0,0,0,0,0,0
2142,M00653,M,299.6,309.5,1525,33.7,68,0,0,0,0,0,0
2143,M00654,M,299.5,306.8,1391,65.4,218,1,0,0,1,1,0
2144,L01055,L,300.2,309.1,1526,43.3,214,0,0,0,0,0,0
2145,L01056,L,298.3,307.5,1384,21.8,56,1,0,0,1,0,0
2146,H00436,H,300.2,311.1,1557,26.0,210,0,0,0,0,0,0
2147,L01057,L,300.9,310.2,1716,42.3,244,0,0,0,0,0,0
2148,L01058,L,300.4,309.6,1327,41.0,2,0,0,0,0,0,0
2149,L01059,L,300.9,311.7,1263,34.1,135,0,0,0,0,0,0
2150,H00437,H,300.9,309.3,1546,61.9,47,1,0,0,1,0,0
2151,L01060,L,296.5,304.4,1400,66.2,58,1,0,0,1,0,0
2152,L01061,L,301.3,310.9,1543,37.4,112,0,0,0,0,0,0
2153,M00655,M,298.7,307.3,1595,48.7,35,0,0,0,0,0,0
2154,H00438,H,297.8,306.4,1168,49.2,182,1,0,1,0,0,0
2155,L01062,L,297.8,308.4,1661,50.6,78,0,0,0,0,0,0
2156,L01063,L,300.9,311.8,1328,33.6,76,0,0,0,0,0,0
2157,L01064,L,299.6,310.4,1533,59.4,221,1,0,0,1,1,0
2158,L01065,L,296.6,307.7,1419,39.3,168,0,0,0,0,0,0
2159,L01066,L,301.0,312.2,1439,44.2,73,0,0,0,0,0,0
2160,M00656,M,297.1,305.0,1841,40.0,58,0,0,0,0,0,0
2161,M00657,M,300.3,310.8,1595,38.6,161,0,0,0,0,0,0
2162,M00658,M,300.5,310.0,1699,42.8,29,0,0,0,0,0,0
2163,L01067,L,301.8,311.1,1565,28.1,88,0,0,0,0,0,0
2164,H00439,H,303.6,314.2,1648,20.3,61,0,0,0,0,0,0
2165,L01068,L,297.3,305.6,1612,37.9,69,0,0,0,0,0,0
2166,H00440,H,299.9,308.1,1583,31.2,54,0,0,0,0,0,0
2167,M00659,M,299.4,310.0,1736,45.5,243,1,1,0,0,0,0
2168,L01069,L,300.9,311.4,1566,44.3,100,0,0,0,0,0,0
2169,M00660,M,300.4,310.5,1947,40.1,208,0,0,0,0,0,0
2170,L01070,L,299.3,308.4,1709,54.8,99,1,0,0,1,0,0
2171,M00661,M,299.1,309.8,1334,39.9,231,1,1,0,0,0,0
2172,L01071,L,297.8,308.5,1506,25.4,95,0,0,0,0,0,0
2173,L01072,L,302.0,312.1,1609,37.8,21,0,0,0,0,0,0
2174,H00441,H,300.9,309.7,1545,51.7,118,0,0,0,0,0,0
2175,L01073,L,301.8,311.4,1660,21.2,96,0,0,0,0,0,0
2176,H00442,H,299.4,310.2,1680,39.1,246,1,1,0,0,0,0
2177,L01074,L,298.7,310.0,1294,45.8,21,0,0,0,0,0,0
2178,M00662,M,297.8,307.5,1767,66.5,99,1,0,0,1,0,0
2179,M00663,M,300.7,310.5,1449,52.1,81,0,0,0,0,0,0
2180,M00664,M,297.9,307.7,1431,41.3,219,0,0,0,0,0,0
2181,L01075,L,303.7,314.0,1430,45.2,140,0,0,0,0,0,0
2182,L01076,L,297.4,306.8,1682,21.0,209,0,0,0,0,0,0
2183,L01077,L,300.5,307.6,1490,29.5,22,0,0,0,0,0,0
2184,L01078,L,303.1,314.3,1419,46.5,226,0,0,0,0,0,0
2185,M00665,M,301.2,313.0,1462,41.6,145,0,0,0,0,0,0
2186,H00443,H,300.4,309.8,1216,42.9,73,0,0,0,0,0,0
2187,H00444,H,298.1,307.0,1387,40.3,242,1,1,0,0,0,0
2188,M00666,M,297.2,307.1,1316,39.9,249,1,1,0,0,0,0
2189,M00667,M,301.5,311.3,1489,41.0,65,0,0,0,0,0,0
2190,M00668,M,303.0,314.0,1656,29.4,13,0,0,0,0,0,0
2191,L01079,L,299.1,309.2,1637,37.7,159,0,0,0,0,0,0
2192,H00445,H,297.7,306.9,1762,27.6,157,0,0,0,0,0,0
2193,M00669,M,295.1,303.8,1723,33.8,146,0,0,0,0,0,0
2194,M00670,M,298.0,308.9,1443,52.0,68,0,0,0,0,0,0
2195,L01080,L,299.8,310.4,1541,38.2,249,0,0,0,0,0,0
2196,L01081,L,303.2,314.3,1532,46.0,175,0,0,0,0,0,0
2197,L01082,L,301.3,310.3,1168,41.2,95,0,0,0,0,0,0
2198,H00446,H,300.6,312.4,1320,36.2,121,0,0,0,0,0,0
2199,M00671,M,299.2,307.5,1508,29.9,73,0,0,0,0,0,0
2200,L01083,L,298.8,309.5,1507,36.0,132,0,0,0,0,0,0
2201,H00447,H,302.8,310.9,1629,41.8,205,0,0,0,0,0,0
2202,L01084,L,300.4,309.6,1620,45.8,166,0,0,0,0,0,0
2203,L01085,L,295.8,307.4,1221,41.2,233,0,0,0,0,0,0
2204,L01086,L,298.7,309.5,1630,46.5,170,0,0,0,0,0,0
2205,M00672,M,298.3,307.8,1569,24.8,146,0,0,0,0,0,0
2206,H00448,H,298.9,308.4,1649,48.7,74,0,0,0,0,0,0
2207,L01087,L,301.1,311.2,1728,28.7,226,0,0,0,0,0,0
2208,H00449,H,299.8,310.3,1512,49.8,166,0,0,0,0,0,0
2209,L01088,L,299.8,311.1,1760,45.0,237,0,0,0,0,0,0
2210,H00450,H,302.6,312.1,1378,21.3,101,1,0,0,1,0,0
2211,M00673,M,298.6,307.0,1368,47.4,213,1,0,1,0,0,0
2212,H00451,H,303.7,313.9,1614,50.0,243,0,0,0,0,0,0
2213,L01089,L,298.7,308.2,1471,52.6,58,0,0,0,0,0,0
2214,H00452,H,300.2,308.9,1584,32.3,236,0,0,0,0,0,0
2215,M00674,M,299.4,309.7,1894,41.8,237,0,0,0,0,0,0
2216,L01090,L,300.2,310.0,1608,46.9,93,0,0,0,0,0,0
2217,H00453,H,300.9,311.2,1575,47.4,179,0,0,0,0,0,0
2218,L01091,L,300.9,310.0,1382,44.1,93,0,0,0,0,0,0
2219,H00454,H,298.5,309.0,1233,35.7,238,0,0,0,0,0,0
2220,L01092,L,297.8,306.5,1525,49.9,177,0,0,0,0,0,0
2221,M00675,M,305.0,314.2,1728,49.9,202,1,0,0,1,0,0
2222,M00676,M,299.0,308.8,1480,38.5,213,1,1,0,0,0,0
2223,L01093,L,301.4,313.1,1609,32.2,9,0,0,0,0,0,0
2224,L01094,L,296.8,307.6,1793,32.7,106,0,0,0,0,0,0
2225,L01095,L,299.4,310.5,1788,53.6,82,1,0,0,1,0,0
2226,L01096,L,299.7,311.1,1614,49.5,117,0,0,0,0,0,0
2227,L01097,L,300.9,314.5,1568,39.8,14,0,0,0,0,0,0
2228,M00677,M,294.6,304.6,1266,38.0,59,0,0,0,0,0,0
2229,L01098,L,300.3,311.7,1425,22.3,34,1,0,0,1,0,0
2230,L01099,L,297.7,308.7,1487,39.2,34,0,0,0,0,0,0
2231,M00678,M,300.6,311.6,1385,28.1,0,0,0,0,0,0,0
2232,L01100,L,297.9,309.7,1582,41.6,46,0,0,0,0,0,0
2233,H00455,H,298.3,307.9,1880,51.9,190,1,0,0,1,0,0
2234,H00456,H,299.5,309.0,1809,30.2,108,0,0,0,0,0,0
2235,M00679,M,297.9,308.2,1581,42.4,110,0,0,0,0,0,0
2236,M00680,M,299.0,308.8,1677,50.0,244,1,0,0,0,1,0
2237,H00457,H,297.6,307.9,1407,42.2,17,0,0,0,0,0,0
2238,L01101,L,296.3,307.9,1800,34.8,25,0,0,0,0,0,0
2239,L01102,L,302.0,311.5,1258,40.1,59,0,0,0,0,0,0
2240,L01103,L,297.4,307.1,1701,49.6,145,0,0,0,0,0,0
2241,M00681,M,299.6,309.8,1626,42.6,62,0,0,0,0,0,0
2242,L01104,L,301.5,311.3,1402,40.0,40,0,0,0,0,0,0
2243,M00682,M,298.8,306.9,1500,51.6,209,0,0,0,0,0,0
2244,H00458,H,298.3,307.7,1334,45.1,42,0,0,0,0,0,0
2245,H00459,H,300.5,311.2,1342,28.0,209,0,0,0,0,0,0
2246,M00683,M,302.2,313.6,1253,46.3,223,0,0,0,0,0,0
2247,L01105,L,297.7,306.5,1675,49.5,37,0,0,0,0,0,0
2248,H00460,H,299.7,308.5,1753,27.6,249,1,1,0,0,0,0
2249,M00684,M,296.5,306.5,1168,17.3,154,1,0,0,1,0,0
2250,L01106,L,299.2,307.1,1867,29.6,176,0,0,0,0,0,0
2251,L01107,L,300.1,309.7,1535,39.0,55,0,0,0,0,0,0
2252,H00461,H,298.3,306.6,1589,50.1,220,0,0,0,0,0,0
2253,M00685,M,299.1,310.5,1274,31.1,176,0,0,0,0,0,0
2254,H00462,H,297.2,306.4,1774,45.6,168,0,0,0,0,0,0
2255,H00463,H,300.2,311.9,1573,11.1,211,1,0,0,1,0,0
2256,M00686,M,302.1,313.2,1741,41.8,187,0,0,0,0,0,0
2257,M00687,M,297.8,307.2,1756,35.9,126,0,0,0,0,0,0
2258,L01108,L,298.8,307.7,1776,61.0,98,1,0,0,1,0,0
2259,L01109,L,301.0,310.8,1421,21.1,86,1,0,0,1,0,0
2260,L01110,L,302.4,312.3,1500,39.9,55,0,0,0,0,0,0
2261,M00688,M,297.0,307.3,1428,21.0,203,1,0,0,1,0,0
2262,M00689,M,299.7,308.9,1698,34.5,189,0,0,0,0,0,0
2263,H00464,H,300.6,311.3,1597,23.0,116,0,0,0,0,0,0
2264,L01111,L,299.8,310.1,1729,63.0,226,1,0,0,1,1,0
2265,M00690,M,295.0,304.7,1737,36.4,61,0,0,0,0,0,0
2266,M00691,M,301.0,310.3,1228,37.9,99,0,0,0,0,0,0
2267,M00692,M,303.0,312.8,1779,39.6,169,0,0,0,0,0,0
2268,M00693,M,300.2,309.4,1708,28.7,117,0,0,0,0,0,0
2269,L01112,L,297.9,308.0,1471,50.6,155,0,0,0,0,0,0
2270,M00694,M,299.0,309.1,1600,46.4,36,0,0,0,0,0,0
2271,L01113,L,303.5,313.8,1515,49.2,19,0,0,0,0,0,0
2272,L01114,L,301.8,313.6,1648,27.8,34,0,0,0,0,0,0
2273,L01115,L,301.3,311.2,1471,51.4,181,0,0,0,0,0,0
2274,M00695,M,300.7,311.7,1623,50.2,70,0,0,0,0,0,0
2275,H00465,H,298.7,308.9,1550,37.7,97,0,0,0,0,0,0
2276,M00696,M,299.6,309.4,1460,49.0,5,0,0,0,0,0,0
2277,M00697,M,299.8,309.7,1572,42.7,18,0,0,0,0,0,0
2278,M00698,M,301.1,311.0,2022,24.1,105,0,0,0,0,0,0
2279,M00699,M,303.0,313.3,1415,38.2,7,0,0,0,0,0,0
2280,L01116,L,302.2,311.2,1493,35.2,175,0,0,0,0,0,0
2281,L01117,L,297.2,305.7,1418,40.9,221,0,0,0,0,0,0
2282,L01118,L,300.4,311.1,1437,50.2,193,0,0,0,0,0,0
2283,L01119,L,301.5,312.4,1684,23.6,15,0,0,0,0,0,0
2284,L01120,L,301.2,311.9,1666,35.6,116,0,0,0,0,0,0
2285,L01121,L,298.7,308.9,1536,31.8,109,0,0,0,0,0,0
2286,L01122,L,305.8,316.6,1721,32.2,23,0,0,0,0,0,0
2287,H00466,H,297.4,308.1,1680,31.8,152,0,0,0,0,0,0
2288,L01123,L,297.8,308.6,1508,40.7,140,0,0,0,0,0,0
2289,L01124,L,300.5,309.6,1263,45.2,118,0,0,0,0,0,0
2290,L01125,L,304.2,313.1,1686,43.5,200,0,0,0,0,0,0
2291,M00700,M,298.3,307.9,1568,41.9,157,0,0,0,0,0,0
2292,L01126,L,299.5,309.5,1541,46.2,8,0,0,0,0,0,0
2293,L01127,L,302.2,312.0,1454,63.8,190,1,0,0,1,1,0
2294,M00701,M,300.0,308.1,1671,41.4,167,0,0,0,0,0,0
2295,L01128,L,299.3,311.0,1600,50.2,6,0,0,0,0,0,0
2296,L01129,L,301.1,310.8,1495,49.6,207,0,0,0,0,0,0
2297,L01130,L,300.5,310.7,1318,57.8,229,1,0,0,0,1,0
2298,L01131,L,302.1,313.3,1729,45.6,31,0,0,0,0,0,0
2299,L01132,L,302.6,310.3,1646,31.6,188,0,0,0,0,0,0
2300,L01133,L,300.6,310.1,1583,43.0,59,0,0,0,0,0,0
2301,H00467,H,300.6,310.2,1168,42.5,92,0,0,0,0,0,0
2302,M00702,M,300.4,310.1,1531,48.2,106,0,0,0,0,0,0
2303,M00703,M,301.0,310.8,1494,31.3,50,0,0,0,0,0,0
2304,L01134,L,300.1,311.5,1427,52.7,39,0,0,0,0,0,0
2305,H00468,H,300.0,310.7,1673,40.1,114,0,0,0,0,0,0
2306,L01135,L,302.4,313.4,1665,48.4,78,0,0,0,0,0,0
2307,L01136,L,303.0,313.0,1616,43.1,10,0,0,0,0,0,0
2308,M00704,M,297.0,305.6,1723,41.2,72,0,0,0,0,0,0
2309,L01137,L,300.0,307.9,1355,42.3,15,1,0,1,0,0,0
2310,L01138,L,298.6,307.1,1456,46.7,24,0,0,0,0,0,0
2311,M00705,M,299.4,309.8,1551,59.6,159,1,0,0,1,0,0
2312,H00469,H,300.8,310.8,1426,19.8,236,1,1,0,1,0,0
2313,L01139,L,301.3,311.1,1668,45.4,201,0,0,0,0,0,0
2314,M00706,M,299.8,309.4,1444,40.4,137,0,0,0,0,0,0
2315,H00470,H,296.2,308.2,1770,38.2,221,1,1,0,0,0,0
2316,L01140,L,298.1,307.3,1371,16.4,184,1,0,0,1,0,0
2317,L01141,L,301.8,312.7,1919,45.8,83,1,0,0,1,0,0
2318,L01142,L,294.5,304.5,1901,38.8,40,0,0,0,0,0,0
2319,L01143,L,302.4,312.3,1521,31.7,123,0,0,0,0,0,0
2320,L01144,L,301.0,312.2,1743,40.4,225,0,0,0,0,0,0
2321,H00471,H,302.6,314.1,1466,37.1,64,0,0,0,0,0,0
2322,M00707,M,299.6,309.4,1719,22.6,159,0,0,0,0,0,0
2323,M00708,M,295.9,306.7,1506,40.9,103,0,0,0,0,0,0
2324,L01145,L,300.9,311.3,1307,45.8,94,0,0,0,0,0,0
2325,H00472,H,302.5,312.5,1168,34.5,175,0,0,0,0,0,0
2326,H00473,H,301.8,312.0,1489,42.6,53,0,0,0,0,0,0
2327,H00474,H,298.7,308.0,1587,41.1,124,0,0,0,0,0,0
2328,L01146,L,300.2,309.9,1776,50.5,74,1,0,0,1,0,0
2329,M00709,M,298.9,308.3,1544,39.0,121,0,0,0,0,0,0
2330,L01147,L,298.4,309.3,1717,48.0,40,0,0,0,0,0,0
2331,L01148,L,301.9,311.8,1456,36.9,248,0,0,0,0,0,0
